交易日期,开盘价,最高价,最低价,收盘价,成交量(手),成交额(元),涨跌幅(%),涨跌额,换手率(%),量比,市盈率(TTM),市净率,总市值(元),流通市值(元),涨速(%),5分钟涨跌幅(%),内盘(手),外盘(手),委买量(手),委卖量(手),委差(手),均价(元),昨收价,时间戳
2026-03-13,81.43,82.98,79.2,79.59,9004031,726317028.0,-2.84,-2.33,2.01,400.0,31836.0,-219.1011,4.25,10.9492,84.7796,42576129128.82,1556352099.0,8709209.0,1.62,0.0,,,,1773331200000
2026-03-16,79.3,80.99,78.5,80.13,7812446,622821594.0,0.68,0.54,1.74,200.0,16026.0,-220.5876,4.279,11.0235,85.3548,42864998455.74,1552648558.0,8709209.0,1.62,0.0,,,,1773590400000
2026-03-17,80.38,80.38,77.21,77.26,9084063,711333365.0,-3.58,-2.87,2.03,,,-212.6869,4.126,10.6287,82.2977,41329711477.48,1555151365.0,8709209.0,1.62,0.0,,,,1773676800000
2026-03-18,77.74,80.85,77.33,79.95,7853930,619237173.0,3.48,2.69,1.75,100.0,7995.0,-220.0921,4.27,10.9987,85.1631,42768708680.1,1552603259.0,8709209.0,1.62,0.0,,,,1773763200000
2026-03-19,78.72,79.88,78.14,79.3,6334113,499544819.0,-0.81,-0.65,1.41,300.0,23790.0,-218.3027,4.235,10.9093,84.4707,42420995601.4,1580823328.0,8709209.0,1.62,0.0,,,,1773849600000
2026-03-20,81.25,95.16,81.25,90.3,65913385,6075706482.0,13.87,11.0,14.7,2000.0,180600.0,-248.5843,4.822,12.4226,96.1879,48305370779.4,1915217818.0,8709209.0,1.62,0.0,,,,1773936000000
2026-03-23,90.01,91.58,84.39,84.94,44504650,3925190152.0,-5.94,-5.36,9.93,100.0,8494.0,-233.8289,4.536,11.6852,90.4784,45438075238.12,1812928739.0,8709209.0,1.62,0.0,,,,1774195200000
2026-03-24,87.33,89.24,83.75,87.01,29204317,2519727443.0,2.44,2.07,6.52,100.0,8701.0,-239.5274,4.647,11.97,92.6834,46545407657.98,1692362255.0,8709209.0,1.62,0.0,,,,1774281600000
2026-03-25,88.31,91.34,87.68,88.4,23332236,2081126024.0,1.6,1.39,5.21,12400.0,1096160.0,-243.3539,4.721,12.1612,94.164,47288978703.2,1675419821.0,8709209.0,1.62,0.0,,,,1774368000000
2026-03-26,88.4,90.65,86.8,87.0,19689107,1739003328.0,-1.58,-1.4,4.39,2000.0,174000.0,-239.4998,4.646,11.9686,92.6727,46540058226.0,1658792566.0,8709209.0,1.62,0.0,,,,1774454400000
2026-03-27,86.01,86.85,84.0,86.07,16638873,1422368822.0,-1.07,-0.93,3.71,3200.0,275424.0,-236.9397,4.596,11.8407,91.6821,46042561051.86,1720434543.0,8709209.0,1.62,0.0,,,,1774540800000
2026-03-30,85.0,85.44,81.45,83.76,15119725,1259904295.0,-2.68,-2.31,3.37,3500.0,293160.0,-230.5805,4.473,11.5229,89.2215,44806842264.48,1729390932.0,8709209.0,1.62,0.0,,,,1774800000000
2026-03-31,83.61,84.54,79.7,79.73,15802848,1291298429.0,-4.81,-4.03,3.53,1300.0,103649.0,-219.4865,4.258,10.9685,84.9287,42651021176.54,1654829461.0,8709209.0,1.62,0.0,,,,1774886400000
2026-04-01,81.66,82.66,80.21,81.11,11677791,949648749.0,1.73,1.38,2.61,600.0,48666.0,-223.2854,4.331,11.1583,86.3987,43389242789.78,1624426507.0,8709209.0,1.62,0.0,,,,1774972800000
2026-04-02,80.83,86.44,80.5,84.6,21024853,1773296815.0,4.3,3.49,4.69,600.0,50760.0,-232.8929,4.518,11.6384,90.1162,45256194550.8,1671740594.0,8709209.0,1.62,0.0,,,,1775059200000
2026-04-03,86.87,90.97,85.97,89.1,28413665,2522716232.0,5.32,4.5,6.34,1000.0,89100.0,-245.2809,4.758,12.2575,94.9097,47663438941.8,1718672536.0,,,,,,,1775145600000
2026-04-07,88.95,90.2,87.3,87.9,16519094,1461908044.0,-1.35,-1.2,3.69,1600.0,140640.0,-241.9774,4.694,12.0924,93.6314,47021507104.2,1729249597.0,,,,,,,1775491200000
2026-04-08,90.0,91.5,86.58,90.66,30197855,2692732287.0,3.14,2.76,6.74,2400.0,217584.0,-249.5753,4.841,12.4721,96.5714,48497950330.68,1792563975.0,8709209.0,1.62,0.0,,,,1775577600000
