交易日期,开盘价,最高价,最低价,收盘价,成交量(手),成交额(元),涨跌幅(%),涨跌额,换手率(%),量比,市盈率(TTM),市净率,总市值(元),流通市值(元),涨速(%),5分钟涨跌幅(%),内盘(手),外盘(手),委买量(手),委卖量(手),委差(手),均价(元),昨收价,时间戳
2026-03-13,56.71,57.3,56.18,56.51,7637725,433215364.0,0.02,0.01,0.46,,,18.7191,3.721,0.7472,18.0811,94018510804.7,145119217.0,65012924.0,3.9,0.0,,,,1773331200000
2026-03-16,56.75,58.75,56.51,57.74,12702139,734896206.0,2.18,1.23,0.76,,,19.1265,3.802,0.7634,18.4747,96064923267.8,152457805.0,65012924.0,3.9,0.0,,,,1773590400000
2026-03-17,57.74,57.86,55.81,55.84,8427834,478421369.0,-3.29,-1.9,0.51,,,18.4972,3.677,0.7383,17.8667,92903798324.8,163457238.0,65012924.0,3.9,0.0,,,,1773676800000
2026-03-18,56.25,56.73,55.0,55.51,7992400,444501993.0,-0.59,-0.33,0.48,,,18.3878,3.655,0.7339,17.7611,92354760834.7,155057788.0,65012924.0,3.9,0.0,,,,1773763200000
2026-03-19,55.32,55.5,54.41,54.94,7286720,399942483.0,-1.03,-0.57,0.44,,,18.199,3.617,0.7264,17.5788,91406423351.8,118244933.0,65012924.0,3.9,0.0,,,,1773849600000
2026-03-20,54.88,56.1,54.62,54.87,6685469,370148619.0,-0.13,-0.07,0.4,,,18.1758,3.613,0.7255,17.5564,91289960853.9,112722993.0,65012924.0,3.9,0.0,,,,1773936000000
2026-03-23,54.4,54.44,51.2,51.96,15059559,787898788.0,-5.3,-2.91,0.91,,,17.2119,3.421,0.687,16.6253,86448448441.2,133736493.0,65012924.0,3.9,0.0,,,,1774195200000
2026-03-24,52.43,52.85,51.4,52.02,7019100,365249372.0,0.12,0.06,0.42,,,17.2318,3.425,0.6878,16.6445,86548273439.4,122942543.0,65012924.0,3.9,0.0,,,,1774281600000
2026-03-25,52.2,52.8,51.55,52.48,6258058,327328822.0,0.88,0.46,0.38,,,17.3841,3.455,0.6939,16.7917,87313598425.6,121944922.0,65012924.0,3.9,0.0,,,,1774368000000
2026-03-26,52.31,52.78,51.33,51.65,6246954,324247785.0,-1.58,-0.83,0.38,,,17.1092,3.401,0.6829,16.5261,85932685950.5,119691600.0,65012924.0,3.9,0.0,,,,1774454400000
2026-03-27,51.4,52.57,51.2,52.06,6618299,344234434.0,0.79,0.41,0.4,,,17.245,3.428,0.6883,16.6573,86614823438.2,116314593.0,65012924.0,3.9,0.0,,,,1774540800000
2026-03-30,51.66,52.29,50.51,50.65,6787244,347692639.0,-2.71,-1.41,0.41,,,16.778,3.335,0.6697,16.2061,84268935980.5,119650964.0,65012924.0,3.9,0.0,,,,1774800000000
2026-03-31,50.86,51.13,49.81,49.81,5537870,278360931.0,-1.66,-0.84,0.33,,,16.4997,3.28,0.6586,15.9374,82871386005.7,124850409.0,65012924.0,3.9,0.0,,,,1774886400000
2026-04-01,50.66,51.1,50.05,50.79,5230288,264431462.0,1.97,0.98,0.31,,,16.8243,3.344,0.6715,16.2509,84501860976.3,120635891.0,65012924.0,3.9,0.0,,,,1774972800000
2026-04-02,50.66,53.68,50.58,53.02,12143246,640569297.0,4.39,2.23,0.73,,,17.563,3.491,0.701,16.9644,88212023409.4,121779601.0,65012924.0,3.9,0.0,,,,1775059200000
2026-04-03,52.6,52.88,51.68,51.85,3892700,202601515.0,-2.21,-1.17,0.23,,,17.1755,3.414,0.6855,16.5901,86265435944.5,156933976.0,,,,,,,1775145600000
2026-04-07,52.02,52.02,49.85,50.26,8352697,420346700.0,-3.07,-1.59,0.5,,,16.6488,3.309,0.6645,16.0813,83620073492.2,185915383.0,,,,,,,1775491200000
2026-04-08,50.5,51.98,50.5,50.91,7805357,398646320.0,1.29,0.65,0.47,,,16.8641,3.352,0.6731,16.2893,84701510972.7,181908673.0,65012924.0,3.9,0.0,,,,1775577600000
2026-04-09,50.52,51.0,49.7,50.0,9007800,452184566.0,-1.79,-0.91,0.54,,,16.5626,3.292,0.6611,15.9981,83187498500.0,199007222.0,71412683.0,4.29,6399759.0,,,,1775664000000
