交易日期,开盘价,最高价,最低价,收盘价,成交量(手),成交额(元),涨跌幅(%),涨跌额,换手率(%),量比,市盈率(TTM),市净率,总市值(元),流通市值(元),涨速(%),5分钟涨跌幅(%),内盘(手),外盘(手),委买量(手),委卖量(手),委差(手),均价(元),昨收价,时间戳
2026-03-13,51.12,52.15,50.58,50.82,71404343,3661121322.0,-1.68,-0.87,1.98,,,85.8378,7.692,4.4059,82.7721,183717646090.44,6344906137.0,85864035.0,2.37,0.0,,,,1773331200000
2026-03-16,50.8,51.14,48.8,49.6,90023467,4466739443.0,-2.4,-1.22,2.49,,,83.7772,7.507,4.3001,80.785,179307265763.2,6265004505.0,85864035.0,2.37,0.0,,,,1773590400000
2026-03-17,49.89,50.39,48.92,49.0,71189879,3534627794.0,-1.21,-0.6,1.97,,,82.7638,7.416,4.2481,79.8078,177138226258.0,6454034142.0,85864035.0,2.37,0.0,,,,1773676800000
2026-03-18,49.32,49.33,47.7,49.01,82976828,4020176085.0,0.02,0.01,2.3,,,82.7806,7.418,4.249,79.8241,177174376916.42,6425371708.0,85864035.0,2.37,0.0,,,,1773763200000
2026-03-19,48.1,48.2,46.36,46.62,95919828,4525251810.0,-4.88,-2.39,2.65,,,78.7438,7.056,4.0418,75.9314,168534369554.04,6447952857.0,85864035.0,2.37,0.0,,,,1773849600000
2026-03-20,47.0,47.25,45.9,46.0,68196846,3172332208.0,-1.33,-0.62,1.89,,,77.6966,6.962,3.988,74.9216,166293028732.0,6156025841.0,85864035.0,2.37,0.0,,,,1773936000000
2026-03-23,45.1,46.5,44.2,45.22,101080952,4602094081.0,-1.7,-0.78,2.8,,,76.3791,6.844,3.9204,73.6512,163473277375.24,6768560167.0,85864035.0,2.37,0.0,,,,1774195200000
2026-03-24,46.0,46.2,44.02,45.54,83774133,3765458113.0,0.71,0.32,2.32,,,76.9196,6.893,3.9481,74.1724,164630098444.68,6805970213.0,85864035.0,2.37,0.0,,,,1774281600000
2026-03-25,46.1,47.82,46.09,47.82,115189422,5436562647.0,5.01,2.28,3.19,,,80.7707,7.238,4.1458,77.8859,172872448564.44,6266592646.0,85864035.0,2.37,0.0,,,,1774368000000
2026-03-26,47.35,47.35,46.14,46.21,69408115,3236783277.0,-3.37,-1.61,1.92,,,78.0513,6.994,4.0062,75.2636,167052192558.82,6225728898.96,85864035.0,2.37,0.0,,,,1774454400000
2026-03-27,45.26,47.7,45.22,47.27,77614742,3656209294.0,2.29,1.06,2.15,,,79.8417,7.154,4.0981,76.9901,170884162351.34,6180063344.0,85864035.0,2.37,0.0,,,,1774540800000
2026-03-30,46.6,47.2,46.15,47.11,53779824,2510459075.0,-0.34,-0.16,1.49,,,79.5714,7.13,4.0843,76.7295,170305751816.62,6143812207.0,85864035.0,2.37,0.0,,,,1774800000000
2026-03-31,47.11,48.08,47.02,47.68,72261826,3441647561.0,1.21,0.57,2.0,,,80.5342,7.216,4.1337,77.6579,172366339346.56,6331631568.0,85864035.0,2.37,0.0,,,,1774886400000
2026-04-01,48.49,48.78,47.79,48.48,67018940,3236903653.0,1.68,0.8,1.85,,,81.8854,7.338,4.203,78.9608,175258392020.16,6470907662.0,85864035.0,2.37,0.0,,,,1774972800000
2026-04-02,48.0,48.48,47.25,47.58,44700619,2132383396.0,-1.86,-0.9,1.24,,,80.3653,7.201,4.125,77.495,172004832762.36,6482846666.0,85864035.0,2.37,0.0,,,,1775059200000
2026-04-03,47.58,48.36,47.35,47.61,42284825,2022545101.0,0.06,0.03,1.17,,,80.416,7.206,4.1276,77.5438,172113284737.62,6449185468.0,,,,,,,1775145600000
2026-04-07,47.62,49.98,47.37,49.89,93579665,4592702521.0,4.79,2.28,2.59,,,84.267,7.551,4.3253,81.2573,180355634857.38,6586398666.0,,,,,,,1775491200000
2026-04-08,50.81,51.81,50.52,51.7,104585609,5359890935.0,3.63,1.81,2.89,,,87.3242,7.825,4.4822,84.2053,186898904031.4,6356889975.0,85864035.0,2.37,0.0,,,,1775577600000
