交易日期,开盘价,最高价,最低价,收盘价,成交量(手),成交额(元),涨跌幅(%),涨跌额,换手率(%),量比,市盈率(TTM),市净率,总市值(元),流通市值(元),涨速(%),5分钟涨跌幅(%),内盘(手),外盘(手),委买量(手),委卖量(手),委差(手),均价(元),昨收价,时间戳
2026-03-06,9.76,9.91,9.74,9.87,32661520,321404083.0,1.02,0.1,0.44,,,,,,,,,119019453.0,1.59,0.0,,,,1772726400000
2026-03-09,9.72,9.84,9.67,9.73,46262259,450359735.0,-1.42,-0.14,0.62,,,,,,,,,119019453.0,1.59,0.0,,,,1772985600000
2026-03-10,9.78,9.84,9.76,9.82,35615405,348939863.0,0.92,0.09,0.48,,,,,,,,,119019453.0,1.59,0.0,,,,1773072000000
2026-03-11,9.8,9.82,9.75,9.8,41266050,403725737.0,-0.2,-0.02,0.55,,,,,,,,,119019453.0,1.59,0.0,,,,1773158400000
2026-03-12,9.77,9.83,9.76,9.8,32517985,318551368.0,0.0,0.0,0.44,,,,,,,,2833136084.0,119019453.0,1.59,0.0,,,,1773244800000
2026-03-13,9.79,9.87,9.75,9.76,39389146,386021680.0,-0.41,-0.04,0.53,,,14.7202,1.051,5.3995,423.3765,82927258049.92,2799388321.0,119019453.0,1.59,0.0,,,,1773331200000
2026-03-16,9.77,9.78,9.68,9.71,44069430,428108478.0,-0.51,-0.05,0.59,,,14.6448,1.045,5.3719,421.2075,82502425785.32,2800130838.0,119019453.0,1.59,0.0,,,,1773590400000
2026-03-17,9.72,9.95,9.72,9.82,72044196,709887754.0,1.13,0.11,0.96,,,14.8107,1.057,5.4327,425.9792,83437056767.44,2811640423.0,119019453.0,1.59,0.0,,,,1773676800000
2026-03-18,9.78,9.81,9.64,9.72,61765202,599818108.0,-1.02,-0.1,0.83,,,14.6599,1.046,5.3774,421.6413,82587392238.24,2816950305.0,119019453.0,1.59,0.0,,,,1773763200000
2026-03-19,9.66,9.68,9.58,9.6,41852241,402980689.0,-1.23,-0.12,0.56,,,14.4789,1.034,5.311,416.4359,81567794803.2,2817301030.0,119019453.0,1.59,0.0,,,,1773849600000
2026-03-20,9.63,9.65,9.43,9.45,44653763,425429842.0,-1.56,-0.15,0.6,,,14.2527,1.017,5.228,409.9291,80293298009.4,2807681700.0,119019453.0,1.59,0.0,,,,1773936000000
2026-03-23,9.26,9.33,8.99,9.03,69883409,638894997.0,-4.44,-0.42,0.94,,,13.6192,0.972,4.9957,391.71,76724706986.76,2785028546.0,119019453.0,1.59,0.0,,,,1774195200000
2026-03-24,9.15,9.17,9.02,9.13,36699587,334283260.0,1.11,0.1,0.49,,,13.77,0.983,5.051,396.0479,77574371515.96,2782553071.0,119019453.0,1.59,0.0,,,,1774281600000
2026-03-25,9.14,9.26,9.12,9.2,44878688,412581793.0,0.77,0.07,0.6,,,13.8756,0.99,5.0897,399.0844,78169136686.4,2823107595.0,119019453.0,1.59,0.0,,,,1774368000000
2026-03-26,9.18,9.2,9.0,9.02,36077512,327646360.0,-1.96,-0.18,0.48,,,13.6041,0.971,4.9902,391.2762,76639740533.84,2821007021.0,119019453.0,1.59,0.0,,,,1774454400000
2026-03-27,8.98,9.13,8.96,9.11,31268666,283776330.0,1.0,0.09,0.42,,,13.7399,0.981,5.0399,395.1803,77404438610.12,2829017516.0,119019453.0,1.59,0.0,,,,1774540800000
2026-03-30,9.05,9.13,8.97,9.1,33894467,307051248.0,-0.11,-0.01,0.45,,,13.7248,0.97,5.0344,394.7465,77319472157.2,2833192536.0,119019453.0,1.59,0.0,,,,1774800000000
2026-03-31,9.1,9.19,9.03,9.04,30967489,282110382.0,-0.66,-0.06,0.41,,,13.6343,0.964,5.0012,392.1438,76809673439.68,2823341337.0,119019453.0,1.59,0.0,,,,1774886400000
2026-04-01,9.15,9.18,9.08,9.16,37480460,342398820.0,1.33,0.12,0.5,,,13.8153,0.977,5.0676,397.3492,77829270874.72,2834772250.0,119019453.0,1.59,0.0,,,,1774972800000
2026-04-02,9.13,9.13,8.99,9.02,34118387,308685258.0,-1.53,-0.14,0.46,,,13.6041,0.962,4.9902,391.2762,76639740533.84,2826384790.0,119019453.0,1.59,0.0,,,,1775059200000
2026-04-03,9.04,9.06,8.86,8.86,36333985,324945452.0,-1.77,-0.16,0.49,,,13.3628,0.945,4.9016,384.3356,75280277287.12,2821459860.0,,,,,,,1775145600000
2026-04-07,8.87,8.93,8.85,8.93,23810362,211750558.0,0.79,0.07,0.32,,,13.4684,0.952,4.9404,387.3721,75875042457.56,2802748512.0,,,,,,,1775491200000
2026-04-08,9.1,9.26,9.06,9.25,61848039,567190540.0,3.58,0.32,0.83,,,13.951,0.986,5.1174,401.2533,78593968951.0,2829851421.0,119019453.0,1.59,0.0,,,,1775577600000
2026-04-09,9.18,9.19,9.02,9.06,46880376,426545299.0,-2.05,-0.19,0.63,,,13.6645,0.966,5.0123,393.0114,76979606345.52,2862651970.0,103668284.0,1.38,-15351169.0,,,,1775664000000
2026-04-10,9.15,9.45,9.15,9.27,96139990,898204554.0,2.32,0.21,1.29,,,13.9812,0.988,5.1285,402.1209,78763901856.84,2854705339.0,103668284.0,1.38,0.0,,,,1775750400000
2026-04-13,9.2,9.36,9.18,9.31,45095609,418954779.0,0.43,0.04,0.6,,,14.0415,0.993,5.1506,403.856,79103767668.52,2858910938.0,103668284.0,1.38,0.0,,,,1776009600000
2026-04-14,9.35,9.41,9.24,9.34,43591846,405743255.0,0.32,0.03,0.58,,,14.0868,0.996,5.1672,405.1574,79358667027.28,2885422861.0,103668284.0,1.38,0.0,,,,1776096000000
2026-04-15,9.38,9.38,9.26,9.28,33464873,311699029.0,-0.64,-0.06,0.45,,,13.9963,0.99,5.134,402.5547,78848868309.76,2866544428.0,103668284.0,1.38,0.0,,,,1776182400000
2026-04-16,9.32,9.37,9.27,9.28,50759167,472277770.0,0.0,0.0,0.68,,,13.9963,0.99,5.134,402.5547,78848868309.76,2892874088.0,103668284.0,1.38,0.0,,,,1776268800000
2026-04-17,9.29,9.39,9.18,9.34,75747498,703958537.0,0.65,0.06,1.01,,,14.0868,0.996,5.1672,405.1574,79358667027.28,2887985958.0,103668284.0,1.38,0.0,,,,1776355200000
