交易日期,开盘价,最高价,最低价,收盘价,成交量(手),成交额(元),涨跌幅(%),涨跌额,换手率(%),量比,市盈率(TTM),市净率,总市值(元),流通市值(元),涨速(%),5分钟涨跌幅(%),内盘(手),外盘(手),委买量(手),委卖量(手),委差(手),均价(元),昨收价,时间戳
2026-03-13,28.56,28.69,27.72,27.79,28792913,806365304.0,-2.04,-0.58,2.03,,,30.6858,3.494,3.6224,15.8514,51058112022.12,1046459594.0,54226865.0,3.67,0.0,,,,1773331200000
2026-03-16,27.65,28.35,27.55,27.87,20410504,568882143.0,0.29,0.08,1.44,,,30.7742,3.504,3.6328,15.897,51205094712.36,1027337564.0,54226865.0,3.67,0.0,,,,1773590400000
2026-03-17,27.85,28.4,27.56,27.65,22108921,617807710.0,-0.79,-0.22,1.56,,,30.5312,3.476,3.6042,15.7715,50800892314.2,1045152095.0,54226865.0,3.67,0.0,,,,1773676800000
2026-03-18,27.58,27.77,27.33,27.68,14602689,402018458.0,0.11,0.03,1.03,300.0,8304.0,30.5644,3.48,3.6081,15.7887,50856010823.04,1049957959.0,54226865.0,3.67,0.0,,,,1773763200000
2026-03-19,27.4,27.47,26.72,26.84,19157690,517987324.0,-3.03,-0.84,1.35,500.0,13420.0,29.6368,3.375,3.4986,15.3095,49312692575.52,1070021703.0,54226865.0,3.67,0.0,,,,1773849600000
2026-03-20,26.89,27.29,26.26,26.26,16488327,440607883.0,-2.16,-0.58,1.16,100.0,2626.0,28.9964,3.302,3.423,14.9787,48247068071.28,1061616968.0,54226865.0,3.67,0.0,,,,1773936000000
2026-03-23,25.82,26.03,24.88,25.1,24118916,614559285.0,-4.42,-1.16,1.7,,,27.7155,3.156,3.2718,14.317,46115819062.8,1057285570.0,54226865.0,3.67,0.0,,,,1774195200000
2026-03-24,25.49,25.92,25.35,25.8,19519486,500169457.0,2.79,0.7,1.37,300.0,7740.0,28.4885,3.244,3.363,14.7163,47401917602.4,1046179089.0,54226865.0,3.67,0.0,,,,1774281600000
2026-03-25,25.9,26.18,25.69,26.12,17298456,449733319.0,1.24,0.32,1.22,,,28.8418,3.284,3.4047,14.8988,47989848363.36,1041857391.0,54226865.0,3.67,0.0,,,,1774368000000
2026-03-26,26.03,26.47,25.43,25.59,16087091,417392727.0,-2.03,-0.53,1.13,,,28.2566,3.217,3.3356,14.5965,47016088040.52,1060509807.0,54226865.0,3.67,0.0,,,,1774454400000
2026-03-27,25.26,26.55,25.26,26.43,25450754,664056466.0,3.28,0.84,1.79,500.0,13215.0,29.1841,3.323,3.4451,15.0757,48559406288.04,1062917435.0,54226865.0,3.67,0.0,,,,1774540800000
2026-03-30,26.25,27.1,26.08,26.76,25998814,695339587.0,1.25,0.33,1.83,800.0,21408.0,29.5485,3.365,3.4881,15.2639,49165709885.28,1079110730.0,54226865.0,3.67,0.0,,,,1774800000000
2026-03-31,27.69,29.09,27.46,27.98,55593551,1575245029.0,4.56,1.22,3.91,1000.0,27980.0,30.8956,3.413,3.6472,15.9598,51407195911.44,1003938658.0,54226865.0,3.67,0.0,,,,1774886400000
2026-04-01,28.5,30.65,28.03,30.38,79729490,2355109797.0,8.58,2.4,5.61,500.0,15190.0,33.5457,3.705,3.96,17.3287,55816676618.64,1065119272.0,54226865.0,3.67,0.0,,,,1774972800000
2026-04-02,30.26,30.93,30.12,30.62,67687849,2066248459.0,0.79,0.24,4.77,700.0,21434.0,33.8107,3.735,3.9913,17.4656,56257624689.36,1065679152.0,54226865.0,3.67,0.0,,,,1775059200000
2026-04-03,30.39,30.59,29.82,30.07,41097061,1239808980.0,-1.8,-0.55,2.89,1000.0,30070.0,33.2034,3.668,3.9196,17.1519,55247118693.96,1058716168.0,,,,,,,1775145600000
2026-04-07,30.2,31.3,29.35,30.1,44495156,1348253582.0,0.1,0.03,3.13,,,33.2365,3.671,3.9235,17.169,55302237202.8,1043300910.0,,,,,,,1775491200000
2026-04-08,30.55,30.94,29.95,30.4,48795546,1479837512.0,1.0,0.3,3.44,1000.0,30400.0,33.5678,3.708,3.9626,17.3401,55853422291.2,1015405983.0,54226865.0,3.67,0.0,,,,1775577600000
2026-04-09,30.2,31.66,30.13,30.55,45914036,1416637228.0,0.49,0.15,3.23,3200.0,97760.0,33.7334,3.726,3.9822,17.4257,56129014835.4,1031553856.0,39778670.0,2.69,-14448195.0,,,,1775664000000
2026-04-10,30.66,32.11,30.34,31.11,48083004,1496373595.0,1.83,0.56,3.39,700.0,21777.0,34.3518,3.794,4.0552,17.7451,57157893667.08,1012914371.0,39778670.0,2.69,0.0,,,,1775750400000
2026-04-13,31.0,31.25,30.36,30.67,28984813,890653644.0,-1.41,-0.44,2.04,1300.0,39871.0,33.8659,3.741,3.9978,17.4942,56349488870.76,988430309.0,39778670.0,2.69,0.0,,,,1776009600000
2026-04-14,30.78,31.38,30.36,31.38,35025076,1081946892.0,2.31,0.71,2.47,200.0,6276.0,34.6499,3.827,4.0904,17.8991,57653960246.64,1000023102.0,39778670.0,2.69,0.0,,,,1776096000000
2026-04-15,31.98,32.09,30.61,31.3,49221169,1531919045.0,-0.25,-0.08,3.47,100.0,3130.0,34.5616,3.818,4.0799,17.8535,57506977556.4,1071233654.0,39778670.0,2.69,0.0,,,,1776182400000
2026-04-16,31.15,31.65,30.88,31.39,30521559,954279673.0,0.29,0.09,2.15,,,34.661,3.828,4.0917,17.9048,57672333082.92,1032871639.0,39778670.0,2.69,0.0,,,,1776268800000
2026-04-17,31.24,31.37,30.18,30.47,37760346,1155193997.0,-2.93,-0.92,2.66,,,33.6451,3.716,3.9717,17.3801,55982032145.16,978486278.0,39778670.0,2.69,0.0,,,,1776355200000
2026-04-20,30.46,31.08,30.3,30.59,21951732,673256945.0,0.39,0.12,1.55,1000.0,30590.0,33.7776,3.731,3.9874,17.4485,56202506180.52,968532060.0,39778670.0,2.69,0.0,,,,1776614400000
2026-04-21,30.58,30.87,29.98,30.08,20815706,629255903.0,-1.67,-0.51,1.47,,,33.2145,3.669,3.9209,17.1576,55265491530.24,952333360.0,39778670.0,2.69,0.0,,,,1776700800000
2026-04-22,30.02,30.59,29.97,30.44,18627897,564371327.0,1.2,0.36,1.31,300.0,9132.0,33.612,3.713,3.9678,17.363,55926913636.32,942235834.0,39778670.0,2.69,0.0,,,,1776787200000
2026-04-23,30.25,30.46,29.4,29.62,28256163,842913586.0,-2.69,-0.82,1.99,,,32.7065,3.613,3.8609,16.8952,54420341061.36,967292723.0,39778670.0,2.69,0.0,,,,1776873600000
2026-04-24,29.4,29.76,28.8,29.22,27530716,805783878.0,-1.35,-0.4,1.94,500.0,14610.0,32.2648,3.564,3.8088,16.6671,53685427610.16,,,,,,,,1776960000000
