交易日期,开盘价,最高价,最低价,收盘价,成交量(手),成交额(元),涨跌幅(%),涨跌额,换手率(%),量比,市盈率(TTM),市净率,总市值(元),流通市值(元),涨速(%),5分钟涨跌幅(%),内盘(手),外盘(手),委买量(手),委卖量(手),委差(手),均价(元),昨收价,时间戳
2026-03-13,36.8,37.22,36.35,36.46,73166993,2685444343.0,-1.78,-0.66,1.82,,,31.0459,2.316,1.3026,44.506,174407681980.02,10041671205.0,63453147.0,1.57,0.0,,,,1773331200000
2026-03-16,36.31,36.64,35.58,36.5,71952396,2592702210.0,0.11,0.04,1.79,,,31.0799,2.319,1.304,44.5548,174599023375.5,9939601485.0,63453147.0,1.57,0.0,,,,1773590400000
2026-03-17,36.68,36.74,35.76,35.83,64914771,2344666745.0,-1.84,-0.67,1.61,,,30.5094,2.276,1.2801,43.737,171394055001.21,9905178335.0,63453147.0,1.57,0.0,,,,1773676800000
2026-03-18,35.83,36.48,35.37,36.25,66984593,2399879497.0,1.17,0.42,1.66,,,30.867,2.303,1.2951,44.2497,173403139653.75,9870874390.0,63453147.0,1.57,0.0,,,,1773763200000
2026-03-19,35.6,35.81,35.18,35.35,62797096,2229283025.0,-2.48,-0.9,1.56,,,30.1007,2.246,1.2629,43.151,169097958255.45,9869617681.0,63453147.0,1.57,0.0,,,,1773849600000
2026-03-20,35.45,35.64,34.27,34.27,80158372,2789730871.0,-3.06,-1.08,1.99,,,29.1811,2.177,1.2243,41.8327,163931740577.49,9864934567.0,63453147.0,1.57,0.0,,,,1773936000000
2026-03-23,33.57,33.64,31.9,32.05,110640288,3625221741.0,-6.48,-2.22,2.75,,,27.2907,2.036,1.145,39.1228,153312293128.35,9836650384.0,63453147.0,1.57,0.0,,,,1774195200000
2026-03-24,32.5,32.93,32.0,32.92,67932857,2202265072.0,2.71,0.87,1.69,,,28.0315,2.091,1.1761,40.1848,157473968480.04,9706044362.0,63453147.0,1.57,0.0,,,,1774281600000
2026-03-25,33.0,33.84,33.0,33.45,62863706,2103146781.0,1.61,0.53,1.56,,,28.4828,2.125,1.195,40.8317,160009241970.15,9674395527.0,63453147.0,1.57,0.0,,,,1774368000000
2026-03-26,33.27,33.53,32.59,32.68,48435809,1599337986.0,-2.3,-0.77,1.2,,,27.8272,2.076,1.1675,39.8918,156325920107.16,9632237228.0,63453147.0,1.57,0.0,,,,1774454400000
