交易日期,开盘价,最高价,最低价,收盘价,成交量(手),成交额(元),涨跌幅(%),涨跌额,换手率(%),量比,市盈率(TTM),市净率,总市值(元),流通市值(元),涨速(%),5分钟涨跌幅(%),内盘(手),外盘(手),委买量(手),委卖量(手),委差(手),均价(元),昨收价,时间戳
2026-02-27,9.29,9.35,9.23,9.29,34826548,323734022.0,0.0,0.0,0.7,,,,,,,,,128441728.0,2.58,0.0,,,,1772121600000
2026-03-16,9.12,9.12,8.57,8.63,177838314,1562408435.0,-7.1,-0.66,3.58,,,12.3597,1.014,3.1911,3.1828,42879905483.31,3019762689.0,128441728.0,2.58,0.0,,,,1773590400000
2026-03-17,8.65,8.8,8.51,8.56,146963361,1265252597.0,-0.81,-0.07,2.96,,,12.2594,1.006,3.1652,3.157,42532096284.72,3126820491.0,128441728.0,2.58,0.0,,,,1773676800000
2026-03-18,8.55,8.57,8.38,8.42,74263518,627400517.0,-1.64,-0.14,1.49,,,12.0589,0.989,3.1135,3.1054,41836477887.54,3162551412.0,128441728.0,2.58,0.0,,,,1773763200000
2026-03-19,8.35,8.4,8.27,8.3,67650181,563850746.0,-1.43,-0.12,1.36,,,11.8871,0.975,3.0691,3.0611,41240233547.1,3151187455.0,128441728.0,2.58,0.0,,,,1773849600000
2026-03-20,8.32,8.36,8.19,8.19,49299759,407785372.0,-1.33,-0.11,0.99,,,11.7295,0.962,3.0284,3.0206,40693676235.03,3131447256.0,128441728.0,2.58,0.0,,,,1773936000000
2026-03-23,8.11,8.12,7.79,7.81,75608767,600810573.0,-4.64,-0.38,1.52,,,11.1853,0.918,2.8879,2.8804,38805569156.97,3127006130.0,128441728.0,2.58,0.0,,,,1774195200000
2026-03-24,7.9,7.92,7.74,7.84,61383300,480395312.0,0.38,0.03,1.24,,,11.2283,0.921,2.899,2.8915,38954630242.08,3156392225.0,128441728.0,2.58,0.0,,,,1774281600000
2026-03-25,7.85,7.99,7.83,7.91,50250613,397718170.0,0.89,0.07,1.01,,,11.3285,0.929,2.9249,2.9173,39302439440.67,3159941183.0,128441728.0,2.58,0.0,,,,1774368000000
2026-03-26,7.89,7.9,7.65,7.69,68959109,534880819.0,-2.78,-0.22,1.39,,,11.0134,0.903,2.8435,2.8362,38209324816.53,3190095228.0,128441728.0,2.58,0.0,,,,1774454400000
2026-03-27,7.65,7.81,7.61,7.78,50908371,393168568.0,1.17,0.09,1.02,,,11.1423,0.914,2.8768,2.8693,38656508071.86,3204905724.0,128441728.0,2.58,0.0,,,,1774540800000
2026-03-30,7.7,7.79,7.67,7.78,42446441,328644941.0,0.0,0.0,0.85,,,11.1423,0.914,2.8768,2.8693,38656508071.86,3203504196.0,128441728.0,2.58,0.0,,,,1774800000000
2026-03-31,7.78,7.92,7.76,7.84,55171194,433807089.0,0.77,0.06,1.11,,,11.2283,0.921,2.899,2.8915,38954630242.08,3190290114.0,128441728.0,2.58,0.0,,,,1774886400000
2026-04-01,7.92,7.97,7.85,7.95,41058063,325133177.0,1.4,0.11,0.83,,,11.3858,0.934,2.9397,2.932,39501187554.15,3177583806.0,128441728.0,2.58,0.0,,,,1774972800000
2026-04-02,7.91,8.02,7.89,7.95,41412451,329677238.0,0.0,0.0,0.83,,,11.3858,0.934,2.9397,2.932,39501187554.15,3161471695.0,128441728.0,2.58,0.0,,,,1775059200000
2026-04-03,7.96,8.1,7.96,8.0,47462108,381523567.0,0.63,0.05,0.96,,,11.4574,0.94,2.9582,2.9505,39749622696.0,3131707013.0,,,,,,,1775145600000
2026-04-07,7.96,8.09,7.95,8.01,28237650,226036937.0,0.13,0.01,0.57,,,11.4717,0.941,2.9619,2.9542,39799309724.37,3129768476.0,,,,,,,1775491200000
2026-04-08,8.12,8.43,8.11,8.4,81872740,677508771.0,4.87,0.39,1.65,,,12.0303,0.987,3.1061,3.098,41737103830.8,3114479340.0,128441728.0,2.58,0.0,,,,1775577600000
2026-04-09,8.31,8.31,8.16,8.17,38278479,315157470.0,-2.74,-0.23,0.77,,,11.7009,0.96,3.021,3.0132,40594302178.29,3114808147.0,102371396.0,2.06,-26070332.0,,,,1775664000000
2026-04-10,8.28,8.5,8.26,8.27,71541716,599242049.0,1.22,0.1,1.44,,,11.8441,0.972,3.058,3.0501,41091172461.99,3128618943.0,102371396.0,2.06,0.0,,,,1775750400000
2026-04-13,8.2,8.36,8.17,8.29,38219083,316982813.0,0.24,0.02,0.77,,,11.8727,0.974,3.0654,3.0574,41190546518.73,3122183225.0,102371396.0,2.06,0.0,,,,1776009600000
2026-04-14,8.35,8.42,8.29,8.42,42278790,353049334.0,1.57,0.13,0.85,,,12.0589,0.989,3.1135,3.1054,41836477887.54,3099209435.0,102371396.0,2.06,0.0,,,,1776096000000
2026-04-15,8.42,8.45,8.33,8.35,28360092,237145537.0,-0.83,-0.07,0.57,,,11.9587,0.981,3.0876,3.0796,41488668688.95,3103028370.0,102371396.0,2.06,0.0,,,,1776182400000
2026-04-16,8.36,8.41,8.31,8.31,37140465,310340792.0,-0.48,-0.04,0.75,,,11.9014,0.976,3.0728,3.0648,41289920575.47,3098277693.0,102371396.0,2.06,0.0,,,,1776268800000
2026-04-17,8.31,8.32,8.24,8.28,29932272,247618840.0,-0.36,-0.03,0.6,,,11.8584,0.973,3.0617,3.0538,41140859490.36,3079760448.0,102371396.0,2.06,0.0,,,,1776355200000
2026-04-20,8.36,8.36,8.24,8.25,25887517,214428598.0,-0.36,-0.03,0.52,,,11.8155,0.969,3.0506,3.0427,40991798405.25,3070925794.0,102371396.0,2.06,0.0,,,,1776614400000
2026-04-21,8.24,8.29,8.17,8.2,29657298,243546378.0,-0.61,-0.05,0.6,,,11.7438,0.963,3.0321,3.0242,40743363263.4,3054587158.0,102371396.0,2.06,0.0,,,,1776700800000
2026-04-22,8.18,8.41,8.17,8.32,42149359,350365914.0,1.46,0.12,0.85,,,11.9157,0.977,3.0765,3.0685,41339607603.84,3046628540.0,102371396.0,2.06,0.0,,,,1776787200000
2026-04-23,8.29,8.34,8.21,8.28,29240956,241806486.0,-0.48,-0.04,0.59,,,11.8584,0.973,3.0617,3.0538,41140859490.36,2991799963.0,102371396.0,2.06,0.0,,,,1776873600000
2026-04-24,8.26,8.36,8.19,8.3,33843916,280406026.0,0.24,0.02,0.68,,,11.8871,0.975,3.0691,3.0611,41240233547.1,,,,,,,,1776960000000
