交易日期,开盘价,最高价,最低价,收盘价,成交量(手),成交额(元),涨跌幅(%),涨跌额,换手率(%),量比,市盈率(TTM),市净率,总市值(元),流通市值(元),涨速(%),5分钟涨跌幅(%),内盘(手),外盘(手),委买量(手),委卖量(手),委差(手),均价(元),昨收价,时间戳
2026-03-13,99.0,100.79,98.3,99.67,51976482,5199004697.0,0.58,0.57,1.49,,,27.8583,3.701,1.1303,15.3666,908711081303.55,13183932530.0,217172704.0,3.99,0.0,,,,1773331200000
2026-03-16,99.67,105.0,98.79,104.62,108781426,11184164654.0,4.97,4.95,3.12,,,29.2419,3.885,1.1864,16.1297,953841209250.3,13356845839.0,217172704.0,3.99,0.0,,,,1773590400000
2026-03-17,104.63,106.66,102.71,102.87,84138860,8793237612.0,-1.67,-1.75,2.41,,,28.7527,3.82,1.1666,15.8599,937886113511.55,13459177280.0,217172704.0,3.99,0.0,,,,1773676800000
2026-03-18,102.82,102.82,100.05,101.69,61799648,6257459329.0,-1.15,-1.18,1.77,,,28.4229,3.776,1.1532,15.678,927127820384.85,13534481205.0,217172704.0,3.99,0.0,,,,1773763200000
2026-03-19,100.99,103.88,100.47,102.31,53105939,5450382395.0,0.61,0.62,1.52,,,28.5962,3.799,1.1602,15.7736,932780482875.15,13511310332.0,217172704.0,3.99,0.0,,,,1773849600000
2026-03-20,102.0,104.45,101.56,103.03,62878324,6495105103.0,0.7,0.72,1.8,,,28.7975,3.826,1.1684,15.8846,939344865121.95,13573218271.0,217172704.0,3.99,0.0,,,,1773936000000
2026-03-23,103.87,111.82,103.18,107.63,178244551,19284919428.0,4.46,4.6,5.11,,,30.0832,3.997,1.2206,16.5938,981283973920.95,13621226652.0,217172704.0,3.99,0.0,,,,1774195200000
2026-03-24,108.4,108.4,104.93,106.64,92144617,9784806490.0,-0.92,-0.99,2.64,,,29.8065,3.96,1.2093,16.4412,972257948331.6,13675170054.0,217172704.0,3.99,0.0,,,,1774281600000
2026-03-25,106.72,107.66,105.28,106.6,66266489,7061311677.0,-0.04,-0.04,1.9,,,29.7953,3.959,1.2089,16.435,971893260429.0,13847834799.0,217172704.0,3.99,0.0,,,,1774368000000
2026-03-26,106.62,107.68,102.7,103.14,82812067,8655663075.0,-3.25,-3.46,2.37,,,28.8282,3.83,1.1696,15.9016,940347756854.1,14057574166.0,217172704.0,3.99,0.0,,,,1774454400000
2026-03-27,103.99,105.89,102.75,105.3,65845464,6893710025.0,2.09,2.16,1.89,,,29.4319,3.91,1.1941,16.2346,960040903594.5,14067707518.0,217172704.0,3.99,0.0,,,,1774540800000
2026-03-30,103.51,108.0,103.25,106.05,72755723,7713482118.0,0.71,0.75,2.09,,,29.6416,4.249,1.2026,16.3502,966878801768.25,14000357704.0,217172704.0,3.99,0.0,,,,1774800000000
2026-03-31,107.0,108.49,105.1,105.25,58865901,6283345063.0,-0.75,-0.8,1.69,,,29.418,4.217,1.1936,16.2269,959585043716.25,13952083699.0,217172704.0,3.99,0.0,,,,1774886400000
2026-04-01,105.9,106.5,102.37,102.65,71519811,7383168511.0,-2.47,-2.6,2.05,,,28.6912,4.113,1.1641,15.826,935880330047.25,13930135471.0,217172704.0,3.99,0.0,,,,1774972800000
2026-04-02,102.49,103.48,100.5,101.65,60434947,6153958207.0,-0.97,-1.0,1.73,,,28.4117,4.073,1.1527,15.6718,926763132482.25,13784878609.0,217172704.0,3.99,0.0,,,,1775059200000
2026-04-03,101.8,102.3,99.0,99.01,49174516,4921224065.0,-2.6,-2.64,1.41,,,27.6738,3.967,1.1228,15.2648,902693730910.65,13647093970.0,,,,,,,1775145600000
2026-04-07,99.5,99.77,97.45,97.98,37969746,3731963029.0,-1.04,-1.03,1.09,,,27.386,3.926,1.1111,15.106,893303017418.7,13642382899.0,,,,,,,1775491200000
2026-04-08,98.5,101.28,98.11,101.22,56281840,5621410290.0,3.31,3.24,1.61,,,28.2916,4.056,1.1479,15.6056,922842737529.3,13663403854.0,217172704.0,3.99,0.0,,,,1775577600000
2026-04-09,100.21,100.21,98.81,99.03,37906293,3764528220.0,-2.16,-2.19,1.09,,,27.6794,3.968,1.123,15.2679,902876074861.95,13635854946.0,197173720.0,3.62,-19998984.0,,,,1775664000000
2026-04-10,99.39,102.2,99.03,101.67,60573135,6130392651.0,2.67,2.64,1.74,,,28.4173,4.074,1.153,15.6749,926945476433.55,13667849630.0,197173720.0,3.62,0.0,,,,1775750400000
2026-04-13,101.57,104.99,100.81,104.25,66313598,6887089022.0,2.54,2.58,1.9,,,29.1385,4.177,1.1822,16.0727,950467846151.25,13496770660.0,197173720.0,3.62,0.0,,,,1776009600000
2026-04-14,103.0,104.19,102.5,103.82,54334283,5614541232.0,-0.41,-0.43,1.56,,,29.0183,4.16,1.1773,16.0064,946547451198.3,13373603165.0,197173720.0,3.62,0.0,,,,1776096000000
2026-04-15,103.82,104.77,102.5,103.03,42871917,4431952619.0,-0.76,-0.79,1.23,,,28.7975,4.128,1.1684,15.8846,939344865121.95,13341940639.0,197173720.0,3.62,0.0,,,,1776182400000
2026-04-16,103.28,105.97,103.28,105.54,64366146,6763624066.0,2.44,2.51,1.85,,,29.499,4.229,1.1969,16.2716,962229031010.1,13366279483.0,197173720.0,3.62,0.0,,,,1776268800000
