code,name,full_code
600839,四川长虹,SH600839
300254,仟源医药,SZ300254
002528,ST英飞拓,SZ002528
002291,遥望科技,SZ002291
600721,百花医药,SH600721
300459,汤姆猫,SZ300459
300387,富邦科技,SZ300387
000422,湖北宜化,SZ000422
601208,东材科技,SH601208
